Observasi_ID,Tanggal_Observasi,Grid_ID,Jenis_Lokasi,Latitude_Dummy,Longitude_Dummy,Persentase_Lumut,Persentase_Vegetasi,Air_Tenang,Paparan_Matahari,Luas_Genangan_m2,Curah_Hujan_30_Hari_mm,Pendatang_30_Hari,Pendatang_Dari_Endemis,Pekerja_Mobil,Riwayat_Perjalanan_Endemis,Skor_Mobilitas_0_100,Kasus_Malaria_1km_30Hari,Jarak_Hutan_m,Jarak_Sawah_m,Jarak_Sungai_m,Jarak_Rawa_m,Jarak_Tambang_m,Jarak_Permukiman_m,Jarak_Puskesmas_m,Habitat_Risk_Score_0_100,Mobility_Risk_Score_0_100,Risiko_Gabungan_0_100,Kategori_Habitat_5,Kategori_Heatmap_4,Foto_Dokumentasi_ID
OBS-HJ-01374,2026-03-10,HJ-G-0765,Rawa,-3.486036,138.513081,95,74,Ya,Sedang,83.3,347,1,1,2,2,88,2,710,500,900,0,1960,100,1440,95,88,84,Very High,Tinggi,IMG-HJ-01374.jpg
OBS-HJ-01375,2026-05-23,HJ-G-2063,Hutan,-3.462613,138.511276,53,54,Ya,Sedang,5.2,128,0,0,6,1,14,0,0,1300,1610,2240,3620,2000,3180,69,14,48,High,Rendah,IMG-HJ-01375.jpg
OBS-HJ-01376,2026-01-29,HJ-G-1426,Sawah,-3.474324,138.523004,32,41,Tidak,Rendah,11.0,374,0,0,0,0,11,0,500,0,540,1700,1800,1000,1470,56,11,39,Medium,Rendah,IMG-HJ-01376.jpg
OBS-HJ-01377,2025-12-06,HJ-G-0371,Permukiman,-3.493243,138.518493,12,36,Tidak,Rendah,1.0,365,2,0,0,1,51,4,1700,1200,1570,540,1320,0,1070,31,51,40,Low,Rendah,IMG-HJ-01377.jpg
OBS-HJ-01378,2026-01-12,HJ-G-0662,Rawa,-3.487838,138.510374,56,62,Ya,Tinggi,60.4,390,0,0,0,0,11,2,730,760,930,0,2220,400,1730,75,11,56,High,Sedang,IMG-HJ-01378.jpg
OBS-HJ-01379,2026-01-11,HJ-G-0162,Belukar/Lahan Terbuka,-3.496847,138.510374,28,15,Ya,Sedang,1.6,382,5,0,5,0,46,3,1640,1730,1910,100,2280,220,2030,62,46,57,High,Sedang,IMG-HJ-01379.jpg
OBS-HJ-01380,2026-03-07,HJ-G-1151,Hutan,-3.478829,138.500451,71,51,Ya,Sedang,10.2,282,2,0,2,1,34,0,0,1100,810,640,3550,980,2980,78,34,58,High,Sedang,IMG-HJ-01380.jpg
OBS-HJ-01381,2026-05-27,HJ-G-1903,Hutan,-3.465315,138.502255,75,36,Ya,Sedang,9.0,207,1,1,1,2,75,0,0,1420,1680,1940,4140,1880,3580,71,75,61,High,Sedang,IMG-HJ-01381.jpg
OBS-HJ-01382,2025-10-09,HJ-G-1383,Sawah,-3.475225,138.529319,40,53,Ya,Tinggi,60.5,274,1,0,0,0,20,2,1120,0,530,2160,1390,730,1380,77,20,59,High,Sedang,IMG-HJ-01382.jpg
OBS-HJ-01383,2026-01-30,HJ-G-0349,Belukar/Lahan Terbuka,-3.494144,138.543753,27,26,Ya,Sedang,10.8,376,0,0,5,1,42,0,3680,1880,2090,3310,410,280,2120,56,42,45,Medium,Rendah,IMG-HJ-01383.jpg
OBS-HJ-01384,2026-01-23,HJ-G-1203,Hutan,-3.477928,138.502255,60,94,Ya,Rendah,6.3,369,0,0,4,1,31,0,0,900,640,630,3400,850,2820,76,31,56,High,Sedang,IMG-HJ-01384.jpg
OBS-HJ-01385,2025-11-19,HJ-G-0808,Rawa,-3.485135,138.506766,98,84,Ya,Rendah,54.6,359,0,0,4,0,6,5,360,710,590,0,2670,360,2140,100,6,78,Very High,Tinggi,IMG-HJ-01385.jpg
OBS-HJ-01386,2026-01-10,HJ-G-0299,Belukar/Lahan Terbuka,-3.495045,138.543753,39,16,Tidak,Tinggi,9.2,371,1,1,6,0,33,0,3750,1970,2180,3320,450,360,2150,43,33,35,Medium,Rendah,IMG-HJ-01386.jpg
OBS-HJ-01387,2025-12-10,HJ-G-1249,Perkebunan,-3.477928,138.543753,12,19,Ya,Tinggi,3.0,330,2,1,25,0,45,1,2640,580,1000,3510,1250,420,2220,48,45,43,Medium,Rendah,IMG-HJ-01387.jpg
OBS-HJ-01388,2025-10-29,HJ-G-1459,Hutan,-3.473423,138.507668,34,79,Ya,Sedang,5.1,216,1,0,2,0,18,0,0,360,600,1000,3140,820,2540,68,18,48,High,Rendah,IMG-HJ-01388.jpg
OBS-HJ-01389,2026-05-20,HJ-G-1360,Hutan,-3.475225,138.50857,72,23,Ya,Rendah,37.0,134,1,0,13,1,5,0,0,200,380,810,2940,610,2340,80,5,53,High,Sedang,IMG-HJ-01389.jpg
OBS-HJ-01390,2026-01-16,HJ-G-1920,Hutan,-3.465315,138.517591,36,55,Ya,Sedang,2.7,401,0,0,3,3,63,0,0,610,1300,2150,2970,1880,2600,55,63,48,Medium,Rendah,IMG-HJ-01390.jpg
OBS-HJ-01391,2025-12-07,HJ-G-1541,Sawah,-3.472523,138.536536,68,56,Tidak,Rendah,7.2,342,2,2,0,1,78,2,1680,0,580,3000,1600,910,2010,60,78,59,Medium,Sedang,IMG-HJ-01391.jpg
OBS-HJ-01392,2026-01-29,HJ-G-1458,Hutan,-3.473423,138.506766,41,44,Tidak,Rendah,19.5,412,3,0,6,0,42,0,0,450,660,1000,3220,850,2620,53,42,43,Medium,Rendah,IMG-HJ-01392.jpg
OBS-HJ-01393,2026-02-10,HJ-G-1349,Perkebunan,-3.476126,138.543753,34,39,Tidak,Sedang,6.9,361,7,1,7,2,73,2,2560,510,1010,3570,1430,580,2320,38,73,44,Low,Rendah,IMG-HJ-01393.jpg
OBS-HJ-01394,2026-03-29,HJ-G-0470,Permukiman,-3.491441,138.517591,11,33,Tidak,Sedang,8.9,220,2,0,2,0,28,2,1490,1000,1420,400,1400,0,1040,43,28,38,Medium,Rendah,IMG-HJ-01394.jpg
OBS-HJ-01395,2025-12-24,HJ-G-2012,Hutan,-3.463514,138.510374,30,36,Ya,Rendah,28.7,348,0,0,3,0,14,0,0,1300,1530,2120,3610,1900,3150,60,14,42,Medium,Rendah,IMG-HJ-01395.jpg
OBS-HJ-01396,2025-11-19,HJ-G-0755,Rawa,-3.486036,138.50406,90,68,Ya,Sedang,26.1,328,2,0,1,0,21,0,280,990,790,0,2940,640,2430,94,21,65,Very High,Sedang,IMG-HJ-01396.jpg
OBS-HJ-01397,2026-03-12,HJ-G-0627,Permukiman,-3.488739,138.523906,10,32,Ya,Tinggi,3.6,303,5,0,1,0,19,4,1880,700,910,1100,730,0,290,53,19,48,Medium,Rendah,IMG-HJ-01397.jpg
OBS-HJ-01398,2026-05-31,HJ-G-0828,Permukiman,-3.485135,138.524808,0,38,Tidak,Tinggi,2.4,104,3,0,0,0,29,3,1580,300,500,1260,850,0,260,32,29,34,Low,Rendah,IMG-HJ-01398.jpg
OBS-HJ-01399,2025-10-05,HJ-G-0344,Bekas Tambang,-3.494144,138.539242,66,84,Ya,Tinggi,56.1,248,4,1,30,2,75,0,3330,1660,1840,2820,0,100,1660,80,75,67,High,Sedang,IMG-HJ-01399.jpg
OBS-HJ-01400,2026-02-01,HJ-G-2048,Perkebunan,-3.463514,138.542851,23,16,Tidak,Sedang,2.4,357,7,0,8,0,51,0,2210,710,1790,4140,2690,1910,3230,33,51,32,Low,Rendah,IMG-HJ-01400.jpg
OBS-HJ-01401,2025-12-21,HJ-G-0777,Permukiman,-3.486036,138.523906,17,24,Ya,Tinggi,7.9,312,1,0,2,0,41,5,1610,400,620,1140,860,0,260,56,41,57,Medium,Sedang,IMG-HJ-01401.jpg
OBS-HJ-01402,2026-04-07,HJ-G-0544,Bekas Tambang,-3.490541,138.539242,75,46,Ya,Sedang,21.4,215,4,0,23,2,58,0,3040,1300,1490,2800,0,200,1520,83,58,66,Very High,Sedang,IMG-HJ-01402.jpg
OBS-HJ-01403,2025-10-07,HJ-G-1941,Perkebunan,-3.465315,138.536536,39,42,Tidak,Rendah,1.5,234,1,0,9,0,35,1,1500,100,1360,3470,2400,1700,2700,40,35,35,Low,Rendah,IMG-HJ-01403.jpg
OBS-HJ-01404,2026-02-25,HJ-G-1606,Hutan,-3.470721,138.504962,64,76,Ya,Rendah,29.5,359,2,1,5,1,12,0,0,780,1020,1300,3550,1210,2960,68,12,47,High,Rendah,IMG-HJ-01404.jpg
OBS-HJ-01405,2026-02-27,HJ-G-2489,Belukar/Lahan Terbuka,-3.455405,138.534732,39,34,Tidak,Tinggi,6.9,351,0,0,0,0,21,0,1520,980,2450,4110,3500,2800,3660,30,21,24,Low,Sangat Rendah,IMG-HJ-01405.jpg
OBS-HJ-01406,2026-03-02,HJ-G-2431,Belukar/Lahan Terbuka,-3.456306,138.527515,32,38,Tidak,Tinggi,10.6,311,0,0,0,0,11,0,780,700,2480,3550,3470,2790,3430,31,11,22,Low,Sangat Rendah,IMG-HJ-01406.jpg
OBS-HJ-01407,2026-02-22,HJ-G-1140,Perkebunan,-3.47973,138.535634,48,11,Tidak,Tinggi,2.9,305,4,0,9,0,32,3,1970,100,260,2600,800,100,1350,49,32,45,Medium,Rendah,IMG-HJ-01407.jpg
OBS-HJ-01408,2026-01-21,HJ-G-0742,Permukiman,-3.486937,138.537438,17,52,Ya,Rendah,3.7,383,6,3,1,1,41,2,2620,850,1040,2610,100,0,1270,60,41,52,Medium,Sedang,IMG-HJ-01408.jpg
OBS-HJ-01409,2025-11-14,HJ-G-2313,Hutan,-3.458108,138.511276,73,44,Ya,Rendah,10.2,324,0,0,6,0,1,0,0,1390,2100,2730,4020,2500,3620,68,1,44,High,Rendah,IMG-HJ-01409.jpg
OBS-HJ-01410,2025-12-27,HJ-G-0893,Permukiman,-3.484234,138.53834,24,54,Tidak,Sedang,13.2,401,1,0,1,0,29,2,2500,630,850,2750,360,0,1410,50,29,43,Medium,Rendah,IMG-HJ-01410.jpg
OBS-HJ-01411,2026-03-12,HJ-G-0786,Permukiman,-3.486036,138.532025,30,40,Tidak,Sedang,8.3,300,2,0,11,1,23,3,2130,540,680,2020,200,0,680,60,23,51,Medium,Sedang,IMG-HJ-01411.jpg
OBS-HJ-01412,2026-02-03,HJ-G-1559,Hutan,-3.471622,138.507668,57,40,Ya,Rendah,6.3,283,0,0,5,1,9,0,0,500,780,1200,3240,1020,2670,72,9,49,High,Rendah,IMG-HJ-01412.jpg
OBS-HJ-01413,2025-12-17,HJ-G-0838,Permukiman,-3.485135,138.533829,10,43,Tidak,Sedang,5.5,355,5,1,2,0,52,6,2190,510,670,2240,200,0,900,52,52,59,Medium,Sedang,IMG-HJ-01413.jpg
OBS-HJ-01414,2025-11-26,HJ-G-2219,Hutan,-3.45991,138.516689,40,70,Ya,Rendah,7.3,327,1,1,7,2,88,0,0,760,1880,2690,3540,2400,3200,59,88,56,Medium,Sedang,IMG-HJ-01414.jpg
OBS-HJ-01415,2026-04-22,HJ-G-0715,Rawa,-3.486937,138.513081,68,62,Ya,Sedang,91.1,171,0,0,1,0,11,2,780,600,990,0,1940,100,1430,90,11,66,Very High,Sedang,IMG-HJ-01415.jpg
OBS-HJ-01416,2026-02-22,HJ-G-0476,Permukiman,-3.491441,138.523004,19,18,Tidak,Rendah,9.2,334,3,0,0,0,56,2,1940,1000,1230,1000,800,0,570,38,56,41,Low,Rendah,IMG-HJ-01416.jpg
OBS-HJ-01417,2026-05-20,HJ-G-0366,Permukiman,-3.493243,138.513983,8,7,Tidak,Sedang,7.4,161,8,1,1,1,28,2,1430,1240,1640,100,1810,0,1490,47,28,41,Medium,Rendah,IMG-HJ-01417.jpg
OBS-HJ-01418,2026-02-06,HJ-G-0438,Bekas Tambang,-3.492342,138.533829,82,94,Ya,Rendah,33.9,328,12,2,13,4,60,5,2800,1250,1410,2200,0,400,1040,83,60,78,Very High,Tinggi,IMG-HJ-01418.jpg
OBS-HJ-01419,2025-12-14,HJ-G-0265,Permukiman,-3.495045,138.513081,14,23,Tidak,Tinggi,2.6,331,0,0,1,3,60,3,1580,1460,1790,140,1940,0,1670,44,60,48,Medium,Rendah,IMG-HJ-01419.jpg
OBS-HJ-01420,2026-02-02,HJ-G-0189,Permukiman,-3.496847,138.534732,24,24,Tidak,Sedang,1.2,339,6,5,3,1,70,1,3280,1750,1910,2380,100,0,1440,42,70,44,Medium,Rendah,IMG-HJ-01420.jpg
OBS-HJ-01421,2025-11-06,HJ-G-2414,Hutan,-3.456306,138.512179,65,40,Ya,Rendah,21.7,326,3,1,4,0,10,0,0,1390,2290,2940,4130,2710,3760,68,10,46,High,Rendah,IMG-HJ-01421.jpg
OBS-HJ-01422,2026-01-14,HJ-G-1073,Sawah,-3.480631,138.520298,28,74,Ya,Sedang,11.3,381,0,0,1,0,19,2,890,0,210,1000,1530,300,960,76,19,58,High,Sedang,IMG-HJ-01422.jpg
OBS-HJ-01423,2026-01-17,HJ-G-1008,Hutan,-3.481532,138.506766,53,59,Ya,Tinggi,9.1,342,0,0,12,1,24,1,0,450,210,100,2790,220,2220,84,24,62,Very High,Sedang,IMG-HJ-01423.jpg
OBS-HJ-01424,2025-11-30,HJ-G-1840,Sawah,-3.467117,138.535634,40,37,Ya,Rendah,21.0,303,2,0,0,0,57,1,1410,0,1150,3260,2200,1500,2470,63,57,55,High,Sedang,IMG-HJ-01424.jpg
OBS-HJ-01425,2025-12-29,HJ-G-1930,Sawah,-3.465315,138.526613,42,46,Tidak,Sedang,23.8,268,1,0,0,0,3,0,400,0,1620,2690,2530,1870,2430,48,3,32,Medium,Rendah,IMG-HJ-01425.jpg
OBS-HJ-01426,2026-03-12,HJ-G-0614,Rawa,-3.488739,138.512179,79,100,Ya,Sedang,24.3,229,0,0,2,0,10,2,890,810,1100,0,2010,220,1540,88,10,64,Very High,Sedang,IMG-HJ-01426.jpg
OBS-HJ-01427,2025-10-30,HJ-G-1474,Sawah,-3.473423,138.5212,30,57,Tidak,Tinggi,17.1,262,0,0,2,0,5,0,280,0,550,1630,2000,1100,1620,53,5,35,Medium,Rendah,IMG-HJ-01427.jpg
OBS-HJ-01428,2025-10-06,HJ-G-0697,Permukiman,-3.487838,138.541949,22,41,Ya,Tinggi,1.9,270,4,3,2,6,72,0,3060,1170,1400,3100,280,0,1770,62,72,55,High,Sedang,IMG-HJ-01428.jpg
OBS-HJ-01429,2025-11-23,HJ-G-1202,Hutan,-3.477928,138.501353,59,62,Ya,Sedang,25.4,324,3,0,1,0,40,0,0,1000,730,670,3490,940,2920,83,40,62,Very High,Sedang,IMG-HJ-01429.jpg
OBS-HJ-01430,2026-02-01,HJ-G-2387,Perkebunan,-3.457207,138.532927,19,49,Ya,Sedang,12.9,380,7,0,24,0,58,0,1260,730,2260,3830,3300,2600,3420,57,58,49,Medium,Rendah,IMG-HJ-01430.jpg
OBS-HJ-01431,2026-01-20,HJ-G-2322,Hutan,-3.458108,138.519396,45,44,Tidak,Sedang,19.9,388,0,0,5,1,8,0,0,640,2120,2970,3580,2690,3310,49,8,33,Medium,Rendah,IMG-HJ-01431.jpg
OBS-HJ-01432,2025-10-23,HJ-G-2438,Perkebunan,-3.456306,138.533829,8,28,Ya,Tinggi,11.2,228,2,0,9,1,75,0,1390,850,2350,3970,3400,2700,3540,35,75,38,Low,Rendah,IMG-HJ-01432.jpg
OBS-HJ-01433,2025-12-10,HJ-G-1637,Sawah,-3.470721,138.532927,38,79,Ya,Tinggi,30.0,405,0,0,0,0,17,2,1240,0,770,2780,1800,1100,1990,69,17,53,High,Sedang,IMG-HJ-01433.jpg
OBS-HJ-01434,2025-11-18,HJ-G-2017,Hutan,-3.463514,138.514885,60,54,Ya,Rendah,7.3,276,0,0,4,1,10,0,0,900,1470,2250,3300,1960,2900,66,10,45,High,Rendah,IMG-HJ-01434.jpg
OBS-HJ-01435,2025-10-21,HJ-G-1195,Perkebunan,-3.478829,138.540144,12,38,Tidak,Rendah,4.1,263,0,0,15,1,69,0,2330,280,620,3100,980,200,1820,45,69,43,Medium,Rendah,IMG-HJ-01435.jpg
OBS-HJ-01436,2026-05-22,HJ-G-1639,Sawah,-3.470721,138.534732,61,35,Tidak,Sedang,59.9,192,3,1,0,0,36,4,1430,0,750,2940,1800,1100,2070,57,36,54,Medium,Sedang,IMG-HJ-01436.jpg
OBS-HJ-01437,2026-01-22,HJ-G-1670,Hutan,-3.46982,138.517591,68,53,Ya,Sedang,42.7,432,3,1,4,1,61,0,0,320,800,1700,2560,1410,2140,69,61,57,High,Sedang,IMG-HJ-01437.jpg
OBS-HJ-01438,2026-03-06,HJ-G-1938,Sawah,-3.465315,138.533829,67,33,Tidak,Sedang,41.1,323,0,0,0,0,24,3,1200,0,1350,3250,2400,1700,2580,59,24,50,Medium,Rendah,IMG-HJ-01438.jpg
OBS-HJ-01439,2026-04-04,HJ-G-1790,Sawah,-3.468018,138.535634,59,78,Ya,Tinggi,64.9,250,0,0,0,0,18,0,1430,0,1050,3200,2100,1400,2380,75,18,52,High,Sedang,IMG-HJ-01439.jpg
OBS-HJ-01440,2026-03-14,HJ-G-0532,Permukiman,-3.490541,138.528417,23,30,Ya,Sedang,11.9,308,1,0,6,0,44,2,2300,900,1080,1600,200,0,460,74,44,62,High,Sedang,IMG-HJ-01440.jpg
OBS-HJ-01441,2025-10-25,HJ-G-2310,Hutan,-3.458108,138.50857,46,55,Tidak,Rendah,22.4,286,6,1,1,3,88,0,0,1680,2160,2700,4200,2500,3760,55,88,53,Medium,Sedang,IMG-HJ-01441.jpg
OBS-HJ-01442,2026-03-24,HJ-G-0190,Permukiman,-3.496847,138.535634,21,55,Tidak,Tinggi,5.6,291,7,2,7,0,55,0,3330,1790,1950,2470,100,0,1510,48,55,42,Medium,Rendah,IMG-HJ-01442.jpg
OBS-HJ-01443,2026-03-17,HJ-G-1924,Hutan,-3.465315,138.5212,47,54,Ya,Sedang,2.8,311,0,0,6,1,35,2,0,220,1390,2330,2770,1990,2490,59,35,50,Medium,Rendah,IMG-HJ-01443.jpg
OBS-HJ-01444,2026-01-31,HJ-G-1041,Permukiman,-3.481532,138.536536,8,28,Ya,Tinggi,11.6,380,8,0,2,0,34,2,2160,280,490,2620,600,0,1330,60,34,51,Medium,Sedang,IMG-HJ-01444.jpg
OBS-HJ-01445,2025-12-15,HJ-G-0658,Rawa,-3.487838,138.506766,68,99,Ya,Sedang,60.8,391,2,2,2,1,77,1,630,940,890,0,2620,630,2130,92,77,78,Very High,Tinggi,IMG-HJ-01445.jpg
OBS-HJ-01446,2026-03-02,HJ-G-0540,Bekas Tambang,-3.490541,138.535634,70,72,Ya,Sedang,34.5,277,8,5,26,14,90,2,2770,1140,1300,2400,0,450,1130,85,90,78,Very High,Tinggi,IMG-HJ-01446.jpg
OBS-HJ-01447,2025-10-06,HJ-G-0292,Bekas Tambang,-3.495045,138.537438,75,72,Ya,Rendah,29.9,226,7,5,22,3,60,0,3280,1680,1840,2630,0,100,1540,83,60,66,Very High,Sedang,IMG-HJ-01447.jpg
OBS-HJ-01448,2026-01-15,HJ-G-2403,Hutan,-3.456306,138.502255,57,44,Ya,Rendah,16.5,422,0,0,6,1,18,0,0,2280,2570,2930,4810,2820,4320,60,18,43,Medium,Rendah,IMG-HJ-01448.jpg
OBS-HJ-01449,2025-10-04,HJ-G-0844,Permukiman,-3.485135,138.539242,28,43,Tidak,Rendah,2.8,286,0,0,5,0,21,0,2640,760,990,2830,320,0,1490,49,21,36,Medium,Rendah,IMG-HJ-01449.jpg
OBS-HJ-01450,2025-12-21,HJ-G-1813,Hutan,-3.467117,138.511276,60,43,Ya,Rendah,10.3,348,3,2,1,0,59,1,0,890,1120,1750,3250,1500,2760,61,59,54,High,Sedang,IMG-HJ-01450.jpg
OBS-HJ-01451,2026-03-30,HJ-G-1935,Sawah,-3.465315,138.531123,65,34,Ya,Sedang,26.8,307,2,1,0,3,67,2,900,0,1410,3040,2420,1730,2500,71,67,64,High,Sedang,IMG-HJ-01451.jpg
OBS-HJ-01452,2025-10-19,HJ-G-0855,Rawa,-3.484234,138.50406,88,82,Ya,Sedang,12.7,253,0,0,7,0,14,1,140,860,630,0,2980,540,2450,89,14,63,Very High,Sedang,IMG-HJ-01452.jpg
OBS-HJ-01453,2026-03-09,HJ-G-1965,Hutan,-3.464414,138.513081,51,65,Ya,Rendah,3.9,331,0,0,5,1,17,0,0,1080,1380,2090,3340,1820,2910,65,17,46,High,Rendah,IMG-HJ-01453.jpg
OBS-HJ-01454,2026-04-17,HJ-G-0929,Permukiman,-3.483333,138.52571,20,10,Tidak,Rendah,2.6,183,9,2,5,1,50,2,1480,100,290,1430,860,0,430,45,50,44,Medium,Rendah,IMG-HJ-01454.jpg
OBS-HJ-01455,2025-11-17,HJ-G-0360,Rawa,-3.493243,138.50857,54,65,Ya,Sedang,37.8,306,2,1,1,0,50,4,1200,1390,1490,0,2410,450,2040,83,50,74,Very High,Sedang,IMG-HJ-01455.jpg
OBS-HJ-01456,2025-11-10,HJ-G-0985,Permukiman,-3.482432,138.531123,20,40,Tidak,Tinggi,7.1,303,4,1,0,0,16,6,1770,140,270,2020,580,0,780,49,16,49,Medium,Rendah,IMG-HJ-01456.jpg
OBS-HJ-01457,2026-06-24,HJ-G-0615,Rawa,-3.488739,138.513081,82,63,Ya,Sedang,264.6,155,7,0,0,0,47,1,940,800,1150,0,1910,140,1440,82,47,65,Very High,Sedang,IMG-HJ-01457.jpg
OBS-HJ-01458,2026-01-03,HJ-G-2356,Hutan,-3.457207,138.504962,47,70,Ya,Rendah,12.8,356,0,0,3,1,13,0,0,2090,2370,2800,4530,2650,4060,66,13,46,High,Rendah,IMG-HJ-01458.jpg
OBS-HJ-01459,2026-04-19,HJ-G-1152,Hutan,-3.478829,138.501353,57,59,Ya,Tinggi,18.4,190,3,1,4,0,51,0,0,1000,710,580,3450,890,2880,78,51,61,High,Sedang,IMG-HJ-01459.jpg
OBS-HJ-01460,2026-02-07,HJ-G-1889,Sawah,-3.466216,138.534732,37,46,Ya,Tinggi,34.0,346,6,0,0,0,38,0,1300,0,1250,3260,2300,1600,2520,58,38,45,Medium,Rendah,IMG-HJ-01460.jpg
OBS-HJ-01461,2026-03-22,HJ-G-2386,Perkebunan,-3.457207,138.532025,21,66,Tidak,Sedang,10.4,309,2,0,25,0,33,0,1170,710,2270,3760,3310,2610,3400,41,33,33,Medium,Rendah,IMG-HJ-01461.jpg
OBS-HJ-01462,2025-11-23,HJ-G-0903,Hutan,-3.483333,138.502255,66,87,Ya,Rendah,11.7,321,1,0,4,1,22,0,0,980,710,140,3200,710,2660,95,22,66,Very High,Sedang,IMG-HJ-01462.jpg
OBS-HJ-01463,2025-12-28,HJ-G-0295,Belukar/Lahan Terbuka,-3.495045,138.540144,32,49,Ya,Tinggi,4.6,337,4,2,7,5,65,1,3470,1790,1970,2930,140,100,1790,61,65,55,High,Sedang,IMG-HJ-01463.jpg
OBS-HJ-01464,2026-01-05,HJ-G-1286,Sawah,-3.477027,138.532025,52,93,Ya,Sedang,27.9,400,0,0,4,0,9,3,1480,0,210,2330,1120,450,1310,87,9,66,Very High,Sedang,IMG-HJ-01464.jpg
OBS-HJ-01465,2026-02-07,HJ-G-1539,Sawah,-3.472523,138.534732,49,36,Ya,Rendah,42.3,357,2,0,0,0,9,1,1490,0,550,2830,1600,900,1900,74,9,52,High,Sedang,IMG-HJ-01465.jpg
OBS-HJ-01466,2025-12-18,HJ-G-0246,Belukar/Lahan Terbuka,-3.495946,138.541046,48,31,Tidak,Tinggi,8.0,317,0,0,0,0,13,1,3610,1920,2110,3040,280,220,1930,44,13,34,Medium,Rendah,IMG-HJ-01466.jpg
OBS-HJ-01467,2025-12-16,HJ-G-1062,Permukiman,-3.480631,138.510374,37,30,Tidak,Tinggi,11.9,312,3,1,3,0,27,2,140,100,240,300,2460,0,1880,54,27,45,Medium,Rendah,IMG-HJ-01467.jpg
OBS-HJ-01468,2026-01-11,HJ-G-1538,Sawah,-3.472523,138.533829,41,52,Ya,Sedang,29.3,393,2,0,0,0,19,3,1390,0,560,2750,1600,900,1850,75,19,60,High,Sedang,IMG-HJ-01468.jpg
OBS-HJ-01469,2025-10-02,HJ-G-0912,Rawa,-3.483333,138.510374,98,97,Ya,Sedang,57.7,212,0,0,1,0,28,1,280,320,490,0,2340,100,1780,95,28,70,Very High,Sedang,IMG-HJ-01469.jpg
OBS-HJ-01470,2026-05-29,HJ-G-1792,Sawah,-3.468018,138.537438,53,50,Tidak,Sedang,11.7,150,2,0,0,0,51,3,1630,0,1090,3360,2100,1400,2480,42,51,45,Medium,Rendah,IMG-HJ-01470.jpg
OBS-HJ-01471,2026-01-02,HJ-G-1243,Perkebunan,-3.477928,138.53834,49,31,Ya,Tinggi,14.1,413,5,1,18,1,78,3,2110,100,400,2940,1020,300,1710,67,78,66,High,Sedang,IMG-HJ-01471.jpg
OBS-HJ-01472,2025-11-04,HJ-G-1454,Hutan,-3.473423,138.503157,58,67,Tidak,Rendah,9.4,317,3,0,4,1,47,1,0,820,870,1040,3550,1060,2960,53,47,46,Medium,Rendah,IMG-HJ-01472.jpg
OBS-HJ-01473,2026-01-08,HJ-G-1083,Sawah,-3.480631,138.529319,67,71,Tidak,Sedang,18.9,326,0,0,1,0,14,2,1490,0,20,1900,850,200,820,72,14,54,High,Sedang,IMG-HJ-01473.jpg
OBS-HJ-01474,2025-11-17,HJ-G-0741,Bekas Tambang,-3.486937,138.536536,64,94,Ya,Tinggi,127.0,271,12,3,25,6,90,4,2550,810,990,2510,0,100,1170,90,90,86,Very High,Tinggi,IMG-HJ-01474.jpg
OBS-HJ-01475,2026-06-02,HJ-G-0797,Permukiman,-3.486036,138.541949,27,38,Ya,Rendah,0.6,103,10,1,10,2,42,1,2940,1000,1240,3110,420,0,1770,50,42,43,Medium,Rendah,IMG-HJ-01475.jpg
OBS-HJ-01476,2025-11-18,HJ-G-1636,Sawah,-3.470721,138.532025,48,61,Ya,Tinggi,30.7,326,1,0,0,0,20,3,1140,0,810,2700,1810,1120,1950,61,20,51,High,Sedang,IMG-HJ-01476.jpg
OBS-HJ-01477,2026-04-18,HJ-G-0926,Permukiman,-3.483333,138.523004,29,23,Tidak,Sedang,1.8,238,4,0,1,0,36,1,1300,100,360,1140,1120,0,540,50,36,42,Medium,Rendah,IMG-HJ-01477.jpg
OBS-HJ-01478,2025-11-08,HJ-G-1108,Hutan,-3.47973,138.506766,79,56,Ya,Sedang,7.7,312,0,0,8,0,27,1,0,400,100,300,2860,320,2290,95,27,70,Very High,Sedang,IMG-HJ-01478.jpg
OBS-HJ-01479,2026-01-16,HJ-G-2405,Hutan,-3.456306,138.50406,59,36,Ya,Rendah,16.5,376,5,0,1,0,41,0,0,2210,2500,2910,4680,2770,4200,67,41,52,High,Sedang,IMG-HJ-01479.jpg
OBS-HJ-01480,2025-11-20,HJ-G-1264,Sawah,-3.477027,138.512179,48,62,Tidak,Sedang,58.7,285,3,1,2,0,18,2,300,0,30,730,2500,450,1900,74,18,57,High,Sedang,IMG-HJ-01480.jpg
OBS-HJ-01481,2026-01-08,HJ-G-1004,Hutan,-3.481532,138.503157,66,35,Ya,Rendah,6.1,392,2,0,4,6,60,1,0,820,530,220,3160,610,2610,77,60,64,High,Sedang,IMG-HJ-01481.jpg
OBS-HJ-01482,2026-04-27,HJ-G-1381,Sawah,-3.475225,138.527515,38,46,Ya,Tinggi,44.0,170,0,0,0,0,18,2,940,0,620,2000,1480,810,1340,69,18,53,High,Sedang,IMG-HJ-01482.jpg
OBS-HJ-01483,2025-12-19,HJ-G-2010,Hutan,-3.463514,138.50857,33,88,Ya,Rendah,21.6,360,5,1,4,1,25,0,0,1320,1580,2100,3750,1900,3260,67,25,49,High,Rendah,IMG-HJ-01483.jpg
